Date,AMZN,BA,DIS,IBM,KO,MSFT
2017-07-03,953.66,188.24,103.52,139.16,41.27,65.36
2017-07-05,971.4,191.29,101.76,137.45,41.32,66.23
2017-07-06,965.14,190.98,100.3,136.28,40.93,65.74
2017-07-07,978.76,191.82,100.27,136.8,40.92,66.59
2017-07-10,996.47,193.33,100.54,137.23,40.92,67.09
2017-07-11,994.13,195.52,100.78,137.02,40.87,67.1
2017-07-12,1006.51,195.68,101.3,137.48,41.04,68.21
2017-07-13,1000.63,195.48,101.22,137.41,40.96,68.81
2017-07-14,1001.81,197.64,101.99,137.96,41.19,69.78
2017-07-17,1010.04,198.11,101.7,136.86,41.24,70.32
2017-07-18,1024.45,197.39,102.63,137.75,41.18,70.27
2017-07-19,1026.87,199.89,103.67,131.96,41.33,70.81
2017-07-20,1028.7,199.32,104.2,132.07,41.32,71.16
2017-07-21,1025.67,201.08,103.93,131.56,41.51,70.74
2017-07-24,1038.95,201.12,103.85,130.58,41.34,70.56
2017-07-25,1039.87,201.39,103.28,130.76,41.71,71.13
2017-07-26,1052.8,221.28,103.79,130.02,42.17,70.99
2017-07-27,1046.0,228.44,106.76,129.76,42.52,70.14
2017-07-28,1020.04,228.7,106.72,129.06,42.42,70.02
2017-07-31,987.78,229.82,106.69,129.4,42.26,69.7
2017-08-01,996.19,226.96,107.35,129.96,42.13,69.58
2017-08-02,995.89,225.55,105.47,129.2,42.03,69.28
2017-08-03,986.92,225.83,105.9,129.64,42.1,69.17
2017-08-04,987.58,225.32,104.52,129.84,41.95,69.68
2017-08-07,992.27,227.71,103.22,128.33,42.08,69.41
2017-08-08,989.84,227.02,103.83,128.45,42.04,69.78
2017-08-09,982.01,223.42,99.8,128.15,42.03,69.48
2017-08-10,956.92,222.06,98.36,128.21,42.17,68.46
2017-08-11,967.99,223.97,98.98,128.21,42.03,69.51
2017-08-14,983.3,226.13,98.41,128.64,42.22,70.55
2017-08-15,982.74,228.06,98.52,128.42,42.58,70.57
2017-08-16,978.18,226.55,99.19,128.81,42.59,70.99
2017-08-17,960.57,224.64,98.39,127.18,42.28,69.78
2017-08-18,958.47,224.82,97.73,126.28,42.1,69.87
2017-08-21,953.29,224.73,98.19,126.84,42.11,69.54
2017-08-22,966.9,228.61,99.74,127.46,42.04,70.51
2017-08-23,958.0,227.03,98.51,128.48,41.98,70.09
2017-08-24,952.45,227.65,98.53,129.2,41.86,70.06
2017-08-25,945.26,224.93,99.39,129.93,42.01,70.19
2017-08-28,946.02,226.16,99.54,128.82,41.87,70.2
2017-08-29,954.06,229.32,99.55,129.38,41.9,70.41
2017-08-30,967.59,229.29,99.84,128.86,41.85,71.33
2017-08-31,980.6,228.52,98.22,129.29,41.99,72.06
2017-09-01,978.25,229.16,98.51,130.23,42.21,71.26
2017-09-05,965.27,225.99,98.61,129.29,42.33,70.95
2017-09-06,967.8,223.72,98.51,130.0,42.37,70.74
2017-09-07,979.47,225.33,94.2,129.17,42.67,71.65
2017-09-08,965.9,227.69,94.21,128.76,42.69,71.3
2017-09-11,977.96,229.41,94.23,130.94,42.89,72.06
2017-09-12,982.58,229.4,95.0,131.75,43.07,71.98
2017-09-13,999.6,230.69,95.91,131.96,43.21,72.49
2017-09-14,992.21,233.84,95.01,131.55,42.85,72.06
2017-09-15,986.79,237.43,95.62,130.9,42.91,72.59
2017-09-18,974.19,241.32,95.21,130.66,42.85,72.44
2017-09-19,969.86,240.73,95.53,130.51,42.73,72.71
2017-09-20,973.21,243.59,96.29,131.86,42.54,72.23
2017-09-21,964.65,244.14,95.98,131.3,42.19,71.53
2017-09-22,955.1,244.53,95.69,131.18,42.27,71.72
2017-09-25,939.79,242.5,96.64,131.85,42.46,70.61
2017-09-26,938.6,241.91,95.72,132.48,42.35,70.61
2017-09-27,950.87,243.42,96.31,131.66,41.48,71.18
2017-09-28,956.4,242.46,95.16,131.66,41.73,71.2
2017-09-29,961.35,242.4,95.66,131.14,41.83,71.79
2017-10-02,959.19,244.1,96.92,132.57,41.63,71.91
2017-10-03,957.1,243.59,97.82,132.67,41.99,71.57
2017-10-04,965.45,243.88,97.59,132.4,42.28,71.99
2017-10-05,980.85,246.86,97.16,132.62,42.3,73.22
2017-10-06,989.58,246.57,97.12,132.4,42.27,73.25
2017-10-09,990.99,246.38,96.64,133.23,42.2,73.53
2017-10-10,987.2,248.81,96.64,134.23,42.63,73.53
2017-10-11,995.0,249.29,95.65,133.43,42.84,73.66
2017-10-12,1000.93,249.74,94.07,132.9,42.85,74.33
2017-10-13,1002.94,248.63,94.51,132.96,42.91,74.69
2017-10-16,1006.34,247.68,95.24,132.72,43.32,74.84
2017-10-17,1009.13,246.6,95.46,132.46,43.23,74.78
2017-10-18,997.0,247.96,95.35,144.2,43.12,74.8
2017-10-19,986.61,247.0,96.09,145.44,43.29,75.09
2017-10-20,982.91,252.45,96.47,146.5,43.1,75.96
2017-10-23,966.3,250.13,95.79,144.22,43.04,75.98
2017-10-24,975.9,253.64,95.39,140.9,42.91,76.01
2017-10-25,972.91,246.41,94.92,138.75,42.79,75.79
2017-10-26,972.43,247.22,95.65,138.84,42.96,75.91
2017-10-27,1100.95,244.54,95.41,138.91,42.81,80.78
2017-10-30,1110.85,247.2,95.15,139.53,42.62,80.85
2017-10-31,1105.28,245.99,94.93,139.26,42.73,80.17
2017-11-01,1103.68,246.49,96.11,139.23,42.56,80.17
2017-11-02,1094.22,250.43,95.45,138.61,42.63,81.01
2017-11-03,1111.6,249.59,95.73,137.01,42.72,81.1
2017-11-06,1120.66,251.8,97.67,136.34,42.25,81.41
2017-11-07,1123.17,253.76,98.61,136.81,42.69,81.22
2017-11-08,1132.88,253.23,98.2,137.0,42.91,81.5
2017-11-09,1129.13,251.84,99.65,137.21,42.96,81.05
2017-11-10,1125.35,250.07,101.69,136.17,43.25,80.84
2017-11-13,1129.17,251.57,101.65,135.48,43.42,80.89
2017-11-14,1136.84,250.94,100.13,135.93,44.08,81.01
2017-11-15,1126.69,251.99,100.63,134.29,43.5,80.38
2017-11-16,1137.29,252.8,100.55,136.14,43.26,80.59
2017-11-17,1129.88,251.42,100.39,136.0,42.48,79.82
2017-11-20,1126.31,253.69,99.72,137.41,42.24,79.94
2017-11-21,1139.49,255.95,99.96,138.72,42.54,81.1
2017-11-22,1156.16,254.19,99.71,138.56,42.6,80.51
2017-11-24,1186.0,254.89,99.61,138.62,42.63,80.65
2017-11-27,1195.83,254.6,99.76,138.75,42.65,81.24
2017-11-28,1193.6,256.91,100.36,139.2,42.59,82.22
2017-11-29,1161.27,258.17,102.14,140.18,42.28,80.73
2017-11-30,1176.75,265.36,101.73,140.57,42.88,81.53
2017-12-01,1162.35,260.16,102.15,141.29,43.07,81.62
2017-12-04,1133.95,266.48,106.97,142.84,43.31,78.54
2017-12-05,1141.57,264.15,104.06,141.82,43.34,79.03
2017-12-06,1152.35,266.77,102.35,140.68,43.52,80.19
2017-12-07,1159.79,270.31,102.16,140.2,42.89,79.9
2017-12-08,1162.0,274.08,101.97,141.33,42.45,81.52
2017-12-11,1168.92,271.45,104.52,141.88,42.47,82.56
2017-12-12,1165.08,277.95,105.1,143.09,42.43,82.9
2017-12-13,1164.13,279.78,105.28,140.51,43.0,82.68
2017-12-14,1174.26,281.73,108.17,140.59,43.12,82.04
2017-12-15,1179.14,281.79,108.86,139.22,43.27,84.13
2017-12-18,1190.58,283.9,108.62,139.98,43.03,83.67
2017-12-19,1187.38,284.96,109.39,139.89,43.22,83.14
2017-12-20,1177.62,285.59,107.31,139.63,43.17,82.84
2017-12-21,1174.76,282.83,107.2,138.31,42.72,82.82
2017-12-22,1168.36,282.9,106.32,139.22,42.71,82.83
2017-12-26,1176.76,283.15,105.78,139.52,42.92,82.72
2017-12-27,1182.26,283.4,105.31,139.8,43.03,83.02
2017-12-28,1186.1,284.1,105.43,140.63,42.83,83.03
2017-12-29,1169.47,282.72,105.18,140.06,42.98,82.86
2018-01-02,1189.01,284.57,109.38,140.82,42.67,83.26
2018-01-03,1204.2,285.49,109.85,144.69,42.57,83.64
2018-01-04,1209.59,284.41,109.8,147.62,43.17,84.38
2018-01-05,1229.14,296.07,109.2,148.34,43.16,85.43
2018-01-08,1246.87,297.33,107.64,149.24,43.1,85.51
2018-01-09,1252.7,305.27,107.56,149.57,43.31,85.46
2018-01-10,1254.33,307.02,107.1,149.89,43.16,85.07
2018-01-11,1276.68,314.56,108.59,149.9,43.13,85.32
2018-01-12,1305.2,322.31,110.03,148.94,43.24,86.79
2018-01-16,1304.86,321.31,108.29,149.58,43.59,85.58
2018-01-17,1295.0,336.5,109.54,153.97,43.86,87.32
2018-01-18,1293.32,326.1,108.03,154.4,43.92,87.28
2018-01-19,1294.58,323.77,108.19,148.23,44.18,87.18
2018-01-22,1327.31,324.03,108.69,148.44,44.39,88.74
2018-01-23,1362.54,321.72,108.02,151.78,44.46,89.02
2018-01-24,1357.51,320.85,108.11,150.97,44.81,88.94
2018-01-25,1377.95,328.93,108.15,151.06,44.82,89.44
2018-01-26,1402.05,329.03,109.76,152.77,45.47,91.11
2018-01-29,1417.68,326.73,109.12,152.28,44.69,90.98
2018-01-30,1437.82,323.75,107.72,149.37,44.42,89.83
2018-01-31,1450.89,339.72,106.32,149.45,44.59,92.03
2018-02-01,1390.0,342.19,108.1,148.26,44.46,91.31
2018-02-02,1429.95,334.49,106.34,145.18,43.78,88.9
2018-02-05,1390.0,315.29,102.43,139.25,42.06,85.24
2018-02-06,1442.84,326.82,103.87,141.82,41.85,88.47
2018-02-07,1416.78,333.73,102.49,140.46,41.75,86.8
2018-02-08,1350.5,317.59,99.15,136.07,40.38,82.35
2018-02-09,1339.6,320.65,100.86,137.84,40.41,85.42
2018-02-12,1386.23,331.22,101.15,139.58,41.19,86.34
2018-02-13,1414.51,330.6,101.86,138.98,41.4,87.01
2018-02-14,1451.05,332.23,102.33,142.68,41.32,88.38
2018-02-15,1461.76,343.41,102.9,143.83,41.95,90.18
2018-02-16,1448.69,342.04,104.22,143.99,42.14,89.54
2018-02-20,1468.35,340.42,103.68,143.05,41.21,90.24
2018-02-21,1482.92,339.47,102.77,141.94,40.6,89.04
2018-02-22,1485.34,342.89,102.96,141.22,40.77,89.27
2018-02-23,1500.0,343.6,104.93,143.38,41.26,91.54
2018-02-26,1521.95,350.17,107.43,146.2,41.25,92.86
2018-02-27,1511.98,351.29,102.6,144.33,40.87,91.68
2018-02-28,1512.45,348.95,100.92,143.66,40.49,91.26
2018-03-01,1493.45,336.89,100.35,141.8,40.69,90.36
2018-03-02,1500.25,332.05,100.76,142.43,40.96,90.56
2018-03-05,1523.61,339.84,101.17,144.7,41.12,91.13
2018-03-06,1537.64,336.15,102.67,143.56,41.16,90.82
2018-03-07,1545.0,334.34,101.35,145.96,41.05,91.35
2018-03-08,1551.86,335.96,101.78,144.01,41.64,91.9
2018-03-09,1578.89,341.54,102.46,146.87,41.99,93.95
2018-03-12,1598.39,331.59,102.89,147.75,41.72,94.18
2018-03-13,1588.18,326.27,101.48,146.88,41.76,91.88
2018-03-14,1591.0,318.17,101.65,145.78,41.38,91.34
2018-03-15,1582.32,317.9,101.0,147.15,41.27,91.66
2018-03-16,1571.68,318.37,100.64,147.75,41.08,92.07
2018-03-19,1544.93,319.62,99.28,145.07,40.89,90.4
2018-03-20,1586.51,325.27,99.15,144.0,40.79,90.64
2018-03-21,1581.86,324.76,99.61,144.46,40.64,90.0
2018-03-22,1544.92,307.91,98.42,140.22,40.41,87.38
2018-03-23,1495.56,309.25,96.4,137.27,40.01,84.84
2018-03-26,1555.86,316.93,98.47,141.4,40.35,91.27
2018-03-27,1497.05,309.37,97.21,140.05,40.54,87.07
2018-03-28,1431.42,308.31,96.4,140.61,40.94,87.0
2018-03-29,1447.34,315.88,98.26,141.45,41.05,88.82
2018-04-02,1371.99,310.64,96.52,138.35,40.33,86.15
2018-04-03,1392.05,318.71,97.27,138.15,41.0,87.31
2018-04-04,1410.57,315.45,98.76,142.09,41.81,89.86
2018-04-05,1451.75,324.09,99.9,142.0,41.96,89.91
2018-04-06,1405.23,314.18,98.18,138.81,41.51,87.81
2018-04-09,1406.08,310.68,97.54,140.77,41.43,88.34
2018-04-10,1436.22,322.57,99.17,143.26,41.58,90.39
2018-04-11,1427.05,315.38,98.62,143.23,41.58,89.4
2018-04-12,1448.5,325.13,98.21,145.73,41.62,91.07
2018-04-13,1430.79,317.23,98.18,144.48,42.07,90.59
2018-04-16,1441.5,319.63,98.07,145.56,42.23,91.65
2018-04-17,1503.83,324.39,99.96,148.35,42.42,93.5
2018-04-18,1527.84,328.52,99.02,137.17,42.07,93.86
2018-04-19,1556.91,328.17,98.7,136.17,41.88,93.54
2018-04-20,1527.49,326.27,98.07,133.59,41.34,92.46
2018-04-23,1517.86,326.44,97.98,134.47,41.57,92.8
2018-04-24,1460.09,317.01,97.3,134.2,40.71,90.63
2018-04-25,1460.17,330.31,98.96,134.55,40.1,89.84
2018-04-26,1517.96,330.24,97.68,135.27,40.41,91.73
2018-04-27,1572.62,328.4,97.08,135.04,40.93,93.25
2018-04-30,1566.13,321.35,98.16,133.64,40.84,91.01
2018-05-01,1582.26,317.48,97.89,133.68,40.25,92.46
2018-05-02,1569.68,312.32,97.46,131.33,39.75,91.0
2018-05-03,1572.08,318.59,96.62,130.9,39.59,91.55
2018-05-04,1580.95,322.19,98.96,132.67,40.04,92.61
2018-05-07,1600.14,327.97,100.26,132.04,39.83,93.64
2018-05-08,1592.39,325.98,99.58,131.84,39.52,93.24
2018-05-09,1608.0,331.89,97.8,132.94,39.49,94.34
2018-05-10,1609.08,333.13,99.48,134.45,39.87,95.29
2018-05-11,1602.91,331.57,99.86,134.36,39.83,95.08
2018-05-14,1601.54,333.63,100.22,134.51,39.73,95.4
2018-05-15,1576.12,331.24,100.69,133.99,39.43,94.71
2018-05-16,1587.28,330.13,102.76,134.82,39.27,94.96
2018-05-17,1581.76,333.2,102.08,134.7,39.98,94.01
2018-05-18,1574.37,340.06,101.68,134.31,39.87,94.19
2018-05-21,1585.46,352.35,101.81,135.62,40.08,95.4
2018-05-22,1581.4,343.73,101.81,135.25,39.93,95.3
2018-05-23,1601.86,347.79,100.66,134.86,40.07,96.43
2018-05-24,1603.07,347.58,99.9,134.3,40.0,96.09
2018-05-25,1610.15,348.64,99.99,133.9,40.07,96.14
2018-05-29,1612.87,341.27,97.53,131.64,40.34,95.8
2018-05-30,1624.89,346.8,97.81,132.94,40.76,96.72
2018-05-31,1629.62,340.96,97.31,131.72,40.64,96.61
2018-06-01,1641.54,345.38,97.21,132.32,40.76,98.52
2018-06-04,1665.27,349.26,98.07,133.34,41.1,99.38
2018-06-05,1696.35,348.65,97.77,133.95,40.75,99.88
2018-06-06,1695.75,359.74,99.7,134.89,41.08,100.18
2018-06-07,1689.3,356.81,100.25,135.5,41.06,98.6
2018-06-08,1683.99,357.75,101.73,136.23,41.54,99.34
2018-06-11,1689.12,359.14,102.09,136.64,41.71,98.77
2018-06-12,1698.75,358.83,102.07,136.91,41.97,99.02
2018-06-13,1704.86,352.28,104.01,136.42,41.76,98.57
2018-06-14,1723.86,350.9,106.39,135.35,41.56,99.13
2018-06-15,1715.97,346.5,106.49,135.53,42.07,97.87
2018-06-18,1723.79,343.46,104.74,134.68,41.53,98.58
2018-06-19,1734.78,330.27,103.8,134.14,41.58,98.58
2018-06-20,1750.08,331.79,104.83,132.95,41.25,99.57
2018-06-21,1730.22,326.92,103.6,131.67,41.09,98.86
2018-06-22,1715.67,328.13,104.04,131.7,41.24,98.14
2018-06-25,1663.15,320.67,102.19,129.37,41.56,96.17
2018-06-26,1691.09,320.77,102.0,129.64,41.32,96.84
2018-06-27,1660.51,319.33,101.71,128.15,41.07,95.34
2018-06-28,1701.45,324.01,102.5,130.54,41.45,96.4
2018-06-29,1699.8,324.84,102.54,130.22,41.82,96.38
2018-07-02,1713.78,325.39,103.05,130.37,41.72,97.75
2018-07-03,1693.96,322.34,101.79,130.1,41.95,96.81
2018-07-05,1699.73,322.59,103.06,131.84,42.59,97.51
2018-07-06,1710.63,324.0,103.33,132.81,42.57,98.88
2018-07-09,1739.02,331.05,104.56,134.59,42.34,99.55
2018-07-10,1743.07,336.12,104.57,134.89,42.88,99.82
2018-07-11,1755.0,329.77,106.55,135.11,42.71,99.68
2018-07-12,1796.62,335.03,106.76,136.51,42.6,101.84
2018-07-13,1813.03,339.64,108.48,136.0,42.66,103.05
2018-07-16,1822.49,344.78,108.68,135.59,42.65,102.54
2018-07-17,1843.93,345.53,108.78,133.76,43.15,103.56
2018-07-18,1842.92,348.78,109.16,134.72,43.03,102.75
2018-07-19,1812.97,344.03,110.58,139.12,43.02,102.04
2018-07-20,1813.7,343.61,109.94,136.42,43.18,103.87
2018-07-23,1802.0,342.04,109.56,135.82,42.86,105.53
2018-07-24,1829.24,346.88,109.17,136.45,43.16,105.23
2018-07-25,1863.61,344.6,109.65,136.67,43.95,108.33
2018-07-26,1808.0,347.89,111.94,136.76,44.09,107.15
2018-07-27,1817.27,349.18,111.07,135.3,44.06,105.25
2018-07-30,1779.22,339.9,111.08,135.62,44.08,102.99
2018-07-31,1777.44,344.97,111.99,135.1,44.47,103.69
2018-08-01,1797.17,341.54,111.41,133.77,44.24,103.88
2018-08-02,1834.33,338.61,111.19,133.26,44.04,105.14
2018-08-03,1823.29,337.36,112.52,137.68,44.46,105.6
2018-08-06,1847.75,335.55,114.34,136.12,44.48,105.69
2018-08-07,1862.48,339.61,114.95,137.04,44.34,106.42
2018-08-08,1886.52,336.72,112.41,136.93,44.01,107.02
2018-08-09,1898.52,334.43,112.58,136.41,44.2,107.19
2018-08-10,1886.3,330.24,111.12,136.13,43.94,106.54
2018-08-13,1896.2,329.22,110.57,134.47,43.7,105.77
2018-08-14,1919.65,329.98,111.19,135.08,43.76,107.09
2018-08-15,1882.62,322.8,111.29,135.6,43.94,105.63
2018-08-16,1886.52,336.63,110.93,136.94,44.07,105.62
2018-08-17,1882.22,337.04,110.93,137.62,44.44,105.56
2018-08-20,1876.71,341.26,110.44,138.05,44.56,104.86
2018-08-21,1883.42,344.21,110.84,137.54,44.07,103.99
2018-08-22,1904.9,340.57,110.39,136.85,43.8,105.05
2018-08-23,1902.9,338.09,110.45,136.97,43.58,105.54
2018-08-24,1905.39,339.94,110.38,137.6,43.51,106.36
2018-08-27,1927.68,344.18,110.78,138.22,43.57,107.54
2018-08-28,1932.82,341.72,111.03,138.12,43.26,108.19
2018-08-29,1998.1,340.73,110.9,139.02,43.23,109.91
2018-08-30,2002.38,337.53,110.38,137.5,42.86,109.84
2018-08-31,2012.71,333.53,110.47,138.02,42.5,110.22
2018-09-04,2039.51,336.9,109.32,137.26,42.68,109.61
2018-09-05,1994.82,337.31,108.35,138.19,43.27,106.45
2018-09-06,1958.31,341.78,108.74,137.93,43.64,106.69
2018-09-07,1952.07,339.84,109.44,137.05,43.6,106.17
2018-09-10,1939.01,332.62,109.15,137.24,43.92,107.32
2018-09-11,1987.15,335.92,108.09,138.03,43.88,109.15
2018-09-12,1990.0,343.86,107.95,138.1,44.09,109.61
2018-09-13,1989.87,345.86,109.14,140.35,44.07,110.79
2018-09-14,1970.19,350.08,107.75,139.76,44.23,111.24
2018-09-17,1908.03,346.34,107.85,139.39,44.55,110.03
2018-09-18,1941.05,353.76,108.02,139.98,44.17,111.08
2018-09-19,1926.42,355.35,108.27,140.45,44.2,109.6
2018-09-20,1944.3,357.53,110.08,142.42,44.85,111.43
2018-09-21,1915.01,362.17,108.88,142.61,44.8,112.11
2018-09-24,1934.36,358.05,111.21,141.36,44.3,112.51
2018-09-25,1974.55,357.31,112.06,140.31,43.93,112.3
2018-09-26,1974.85,355.17,113.62,142.85,44.09,111.84
2018-09-27,2012.98,357.46,114.44,142.75,44.25,112.26
2018-09-28,2003.0,361.85,115.33,142.47,44.42,112.22
2018-10-01,2004.36,371.96,114.64,144.16,44.46,113.44
2018-10-02,1971.31,375.93,116.04,144.87,44.73,112.98
2018-10-03,1952.76,381.7,115.3,144.37,44.11,113.0
2018-10-04,1909.42,379.45,114.53,142.57,44.09,110.67
2018-10-05,1889.65,376.03,113.2,140.42,44.12,110.02
2018-10-08,1864.42,375.35,114.42,139.82,44.7,108.76
2018-10-09,1870.32,375.03,115.28,138.73,44.61,110.15
2018-10-10,1755.25,357.54,111.3,134.45,43.93,104.16
2018-10-11,1719.36,348.44,109.62,130.99,42.93,103.92
2018-10-12,1788.61,350.38,111.06,132.71,42.97,107.51
2018-10-15,1760.95,349.18,111.87,132.98,43.19,105.58
2018-10-16,1819.96,358.3,114.59,136.74,43.75,108.91
2018-10-17,1831.73,355.63,115.51,126.31,44.1,108.63
2018-10-18,1770.72,349.64,114.58,123.01,43.86,106.46
2018-10-19,1764.03,346.64,117.26,121.64,44.55,106.62
2018-10-22,1789.3,346.36,116.64,122.51,44.21,107.57
2018-10-23,1768.7,340.59,116.22,123.63,44.58,106.07
2018-10-24,1664.2,345.07,110.07,119.86,44.94,100.4
2018-10-25,1782.17,353.94,112.58,119.15,44.73,106.26
2018-10-26,1642.81,349.56,111.63,117.58,44.16,104.95
2018-10-29,1538.88,326.52,111.48,112.73,44.68,101.9
2018-10-30,1530.42,340.46,113.18,108.73,45.8,101.78
2018-10-31,1598.01,345.27,113.24,108.76,46.05,104.8
2018-11-01,1665.53,353.26,114.5,110.08,45.91,103.93
2018-11-02,1665.53,348.09,113.59,108.99,46.16,104.16
2018-11-05,1627.8,352.2,113.86,113.12,46.82,105.49
2018-11-06,1642.81,356.57,115.1,116.01,47.23,105.69
2018-11-07,1755.49,361.97,115.43,117.63,47.48,109.85
2018-11-08,1754.91,362.42,114.4,117.73,47.44,109.65
2018-11-09,1712.43,361.02,116.37,117.89,47.78,107.51
2018-11-12,1636.85,348.99,115.09,115.37,47.96,104.86
2018-11-13,1631.17,341.64,115.24,115.31,47.95,104.93
2018-11-14,1599.01,336.96,115.5,114.7,47.85,103.44
2018-11-15,1619.44,333.88,115.49,115.88,47.83,105.72
2018-11-16,1593.41,328.38,114.59,116.01,48.25,106.71
2018-11-19,1512.29,313.71,113.83,114.8,48.57,103.1
2018-11-20,1495.46,310.54,110.33,111.84,47.49,100.23
2018-11-21,1516.73,310.17,111.47,113.14,46.86,101.61
2018-11-23,1502.06,305.29,110.53,111.83,47.14,101.57
2018-11-26,1581.33,309.23,111.0,114.09,47.0,104.92
2018-11-27,1581.42,310.87,112.33,114.54,47.48,105.58
2018-11-28,1677.75,325.99,114.5,117.37,47.81,109.5
2018-11-29,1673.57,334.84,115.0,115.92,47.48,108.58
2018-11-30,1690.17,338.95,113.9,118.58,48.85,109.27
2018-12-03,1772.36,351.85,114.14,119.57,48.16,110.46
2018-12-04,1668.4,334.79,111.31,116.03,48.06,106.94
2018-12-06,1699.19,324.42,112.75,118.24,47.86,107.6
2018-12-07,1629.13,315.94,111.29,113.88,47.58,103.29
2018-12-10,1641.03,319.0,111.17,115.59,47.73,106.02
2018-12-11,1643.24,314.78,111.28,115.36,48.02,107.01
2018-12-12,1663.54,319.33,111.52,115.61,47.71,107.49
2018-12-13,1658.38,318.14,112.69,115.2,47.95,107.86
2018-12-14,1591.91,311.57,111.51,114.41,47.82,104.49
2018-12-17,1520.91,309.01,109.94,110.79,46.85,101.39
2018-12-18,1551.48,320.67,108.78,111.31,46.84,102.46
2018-12-19,1495.08,312.35,108.55,111.1,46.43,102.18
2018-12-20,1460.83,306.0,106.34,107.85,46.08,100.03
2018-12-21,1377.45,297.69,103.58,105.86,46.11,96.8
2018-12-24,1343.96,287.53,99.73,102.65,44.55,92.76
2018-12-26,1470.9,306.86,105.18,106.29,45.5,99.09
2018-12-27,1461.64,310.0,105.86,108.57,46.07,99.71
2018-12-28,1478.02,309.25,106.64,107.86,45.75,98.93
