Date,AMZN,BA,DIS,IBM,KO,MSFT
2013-12-31,398.79,116.45,70.73,147.56,34.08,32.69
2014-01-02,397.97,116.6,70.61,145.96,33.54,32.47
2014-01-03,396.44,117.41,70.46,146.83,33.37,32.25
2014-01-06,393.63,118.09,70.2,146.33,33.22,31.57
2014-01-07,398.03,119.88,70.68,149.25,33.32,31.82
2014-01-08,401.92,120.14,69.64,147.88,32.95,31.25
2014-01-09,401.01,121.26,69.34,147.42,32.77,31.05
2014-01-10,397.66,121.06,69.8,147.32,33.1,31.49
2014-01-13,390.98,120.04,67.84,144.88,32.61,30.57
2014-01-14,397.54,119.45,68.93,146.27,32.74,31.27
2014-01-15,395.87,119.97,68.77,147.7,32.8,32.12
2014-01-16,395.8,119.62,68.71,148.5,32.76,32.24
2014-01-17,399.61,119.84,68.49,149.55,32.4,31.79
2014-01-21,407.05,120.87,68.7,148.24,32.93,31.61
2014-01-22,404.54,123.17,69.72,143.38,32.91,31.4
2014-01-23,399.87,120.56,69.24,143.76,32.37,31.51
2014-01-24,387.6,116.59,67.33,141.33,32.04,32.17
2014-01-27,386.28,117.19,66.89,139.96,31.95,31.48
2014-01-28,394.43,116.96,67.47,139.13,32.06,31.69
2014-01-29,384.2,110.72,66.04,138.78,31.26,32.03
2014-01-30,403.01,107.95,67.79,139.53,31.49,32.21
2014-01-31,358.69,106.87,67.22,139.0,31.2,33.07
2014-02-03,346.15,105.01,64.8,136.02,30.69,31.88
2014-02-04,347.95,104.12,65.78,135.98,30.92,31.76
2014-02-05,346.45,103.57,66.44,137.08,31.02,31.3
2014-02-06,354.59,104.66,69.96,138.17,31.37,31.62
2014-02-07,361.08,108.37,70.06,140.21,31.3,31.95
2014-02-10,360.87,108.49,71.34,140.12,31.82,32.16
2014-02-11,361.79,111.05,72.02,142.15,31.87,32.48
2014-02-12,349.25,109.93,72.13,142.58,31.77,32.74
2014-02-13,357.2,111.11,72.12,143.84,31.88,32.86
2014-02-14,357.35,111.67,73.35,145.3,32.11,32.87
2014-02-18,353.65,112.08,73.68,144.91,30.91,32.94
2014-02-19,347.38,110.16,73.02,144.72,30.6,33.02
2014-02-20,349.8,111.16,73.32,145.76,30.77,33.23
2014-02-21,346.76,110.06,74.19,144.59,30.67,33.44
2014-02-24,351.78,111.19,74.74,145.11,30.93,33.18
2014-02-25,358.32,108.77,74.26,144.94,31.16,33.05
2014-02-26,359.8,108.63,74.14,145.6,31.24,32.99
2014-02-27,360.13,110.3,74.51,146.55,31.4,33.33
2014-02-28,362.1,110.61,74.82,146.48,31.51,33.73
2014-03-03,359.78,110.01,73.57,145.76,31.44,33.26
2014-03-04,363.9,111.73,75.65,147.48,31.6,33.82
2014-03-05,372.37,110.5,76.55,148.03,31.63,33.55
2014-03-06,372.16,110.56,77.16,148.43,31.73,33.59
2014-03-07,372.06,110.28,76.11,148.46,31.8,33.37
2014-03-10,370.53,108.87,75.89,147.44,31.88,33.3
2014-03-11,368.82,107.82,75.04,147.73,32.01,33.47
2014-03-12,370.64,106.76,75.34,147.31,31.98,33.69
2014-03-13,371.51,104.58,74.0,145.47,31.57,33.36
2014-03-14,373.74,105.63,74.13,144.13,31.74,33.19
2014-03-17,375.04,107.61,75.35,146.98,31.82,33.5
2014-03-18,378.77,106.42,75.91,147.77,31.93,34.82
2014-03-19,373.23,104.88,74.55,146.11,31.71,34.57
2014-03-20,368.97,106.16,74.82,148.63,31.97,35.51
2014-03-21,360.62,105.17,74.39,147.66,31.96,35.36
2014-03-24,351.85,105.89,73.59,148.91,31.93,35.66
2014-03-25,354.71,106.41,73.65,154.28,32.11,35.51
2014-03-26,343.41,105.99,72.79,152.37,32.1,35.03
2014-03-27,338.47,105.71,72.66,150.16,32.28,34.65
2014-03-28,338.29,106.78,73.13,150.65,32.38,35.48
2014-03-31,336.37,107.67,74.13,152.27,32.14,36.09
2014-04-01,342.99,110.0,75.52,153.86,31.93,36.47
2014-04-02,341.96,110.09,75.61,153.1,31.87,36.4
2014-04-03,333.62,110.49,75.63,152.42,31.65,36.1
2014-04-04,323.0,109.29,74.46,151.7,31.78,35.1
2014-04-07,317.76,107.75,73.26,153.87,32.11,35.04
2014-04-08,327.07,106.52,73.67,152.9,32.34,35.06
2014-04-09,331.81,108.86,74.5,155.55,32.42,35.63
2014-04-10,317.11,106.08,71.76,154.79,32.33,34.65
2014-04-11,311.73,104.73,71.3,154.4,32.12,34.52
2014-04-14,315.91,105.75,71.86,156.44,32.2,34.49
2014-04-15,316.08,106.62,71.9,155.85,33.41,35.0
2014-04-16,323.68,108.14,73.09,155.36,33.75,35.57
2014-04-17,324.91,109.75,74.06,150.3,33.86,35.22
2014-04-21,330.87,109.67,73.24,152.09,33.88,35.16
2014-04-22,329.32,109.44,73.56,152.0,33.85,35.21
2014-04-23,324.58,112.08,73.62,151.66,33.86,34.94
2014-04-24,337.15,111.42,73.69,150.47,33.84,35.09
2014-04-25,303.83,110.39,72.43,150.0,34.1,35.14
2014-04-28,296.58,109.0,72.01,152.78,34.11,35.98
2014-04-29,300.38,110.14,72.81,154.34,33.73,35.66
2014-04-30,304.13,110.7,73.46,155.41,33.91,35.57
2014-05-01,307.89,110.22,73.66,153.09,33.91,35.22
2014-05-02,308.01,111.49,74.35,151.43,34.05,34.94
2014-05-05,310.05,113.22,75.2,151.29,33.89,34.71
2014-05-06,297.38,112.25,75.02,150.32,33.66,34.39
2014-05-07,292.71,112.46,74.33,150.61,34.01,34.7
2014-05-08,288.32,112.65,75.55,150.3,33.86,34.9
2014-05-09,292.24,113.11,75.87,151.23,33.98,34.81
2014-05-12,302.86,114.41,76.31,153.22,33.94,35.19
2014-05-13,304.64,115.14,75.99,152.91,34.18,35.84
2014-05-14,297.62,114.74,74.92,150.15,34.0,35.68
2014-05-15,295.19,113.21,74.21,148.35,33.69,35.11
2014-05-16,297.7,112.86,74.43,148.83,34.0,35.31
2014-05-19,296.76,113.33,75.04,148.78,33.85,35.24
2014-05-20,301.19,111.8,75.08,147.11,33.74,35.18
2014-05-21,305.01,112.99,76.09,148.3,33.98,35.77
2014-05-22,304.91,113.75,76.24,147.73,33.74,35.55
2014-05-23,312.24,114.24,77.14,147.94,33.74,35.57
2014-05-27,310.82,115.76,77.53,147.02,33.9,35.63
2014-05-28,310.16,115.9,77.4,145.67,33.74,35.47
2014-05-29,313.78,116.6,77.8,146.21,33.81,35.77
2014-05-30,312.55,116.69,77.78,146.68,34.01,36.3
2014-06-02,308.84,117.25,78.02,147.74,33.97,36.16
2014-06-03,307.19,117.24,77.66,146.69,33.99,35.72
2014-06-04,306.78,116.76,77.99,146.8,33.91,35.75
2014-06-05,323.57,118.05,78.49,147.97,34.0,36.54
2014-06-06,329.67,119.28,78.33,148.28,34.08,36.78
2014-06-09,327.5,119.03,79.14,148.16,34.01,36.59
2014-06-10,332.41,118.42,78.46,146.63,34.15,36.45
2014-06-11,335.2,115.7,78.06,145.0,33.97,36.23
2014-06-12,325.91,114.05,76.66,144.19,33.86,35.98
2014-06-13,326.27,114.14,76.66,145.25,33.82,36.55
2014-06-16,327.62,114.35,77.12,145.08,34.06,36.79
2014-06-17,325.62,114.28,76.99,145.01,34.28,36.95
2014-06-18,334.38,114.3,77.38,146.08,34.81,36.93
2014-06-19,327.0,114.6,77.56,145.46,35.01,36.8
2014-06-20,324.2,113.97,76.68,144.45,34.92,36.95
2014-06-23,327.24,112.9,76.62,144.92,34.96,37.23
2014-06-24,324.16,111.43,76.55,143.91,35.06,37.02
2014-06-25,327.44,109.63,77.68,143.79,35.15,37.26
2014-06-26,325.69,110.45,78.19,143.51,35.21,36.99
2014-06-27,324.57,110.9,78.97,144.58,35.34,37.46
2014-06-30,324.78,109.77,79.38,144.22,35.48,36.97
2014-07-01,332.39,110.57,80.06,148.27,35.43,37.12
2014-07-02,332.85,110.11,80.03,149.89,35.43,37.15
2014-07-03,337.49,110.88,80.4,150.0,35.37,37.06
2014-07-07,333.55,111.38,80.17,149.61,35.3,37.23
2014-07-08,323.81,109.39,79.49,148.96,35.13,37.04
2014-07-09,329.97,109.39,80.75,149.91,35.14,36.94
2014-07-10,327.92,109.39,80.42,149.34,35.4,36.96
2014-07-11,346.2,110.52,80.45,149.58,35.16,37.32
2014-07-14,355.32,111.75,80.33,151.06,35.5,37.36
2014-07-15,354.44,111.39,79.76,149.97,35.27,37.64
2014-07-16,355.9,109.94,79.02,153.05,35.28,39.08
2014-07-17,352.45,108.61,78.72,153.15,35.2,39.48
2014-07-18,358.66,110.13,79.45,153.16,35.54,39.62
2014-07-21,359.76,110.7,79.38,151.85,35.52,39.75
2014-07-22,360.84,111.94,79.82,154.43,34.5,39.75
2014-07-23,358.14,109.32,79.66,154.06,34.19,39.78
2014-07-24,358.61,107.33,80.36,155.34,34.32,39.36
2014-07-25,324.01,106.3,79.83,154.67,34.34,39.45
2014-07-28,320.41,106.18,80.69,155.77,34.08,38.98
2014-07-29,320.0,105.54,79.81,154.81,33.8,38.91
2014-07-30,322.51,105.51,80.74,154.35,33.19,38.64
2014-07-31,312.99,103.95,79.51,152.5,32.91,38.27
2014-08-01,307.06,103.86,79.05,150.49,32.91,38.0
2014-08-04,313.65,103.47,80.77,150.88,33.0,38.45
2014-08-05,312.32,104.63,80.32,148.86,32.82,38.19
2014-08-06,313.89,102.72,80.17,148.84,33.44,37.89
2014-08-07,311.45,104.02,79.17,147.5,32.96,38.33
2014-08-08,316.8,104.71,80.41,149.37,33.05,38.3
2014-08-11,318.33,104.86,81.01,150.04,33.15,38.3
2014-08-12,319.32,104.57,80.74,149.94,33.24,38.58
2014-08-13,326.28,105.88,81.1,150.42,33.46,39.08
2014-08-14,333.21,107.73,82.04,150.37,33.66,39.25
2014-08-15,333.63,106.91,82.66,149.97,34.24,39.71
2014-08-18,334.53,108.48,83.3,151.55,34.64,39.99
2014-08-19,335.13,109.01,83.41,152.12,34.56,40.44
2014-08-20,335.78,110.54,83.18,152.14,34.55,40.1
2014-08-21,332.91,110.67,83.68,153.05,34.69,40.34
2014-08-22,331.59,110.64,83.78,152.39,34.45,40.28
2014-08-25,334.02,111.39,83.68,152.99,34.69,40.3
2014-08-26,341.83,111.63,83.34,154.46,34.85,40.15
2014-08-27,343.18,111.28,83.67,153.87,34.85,40.03
2014-08-28,340.02,110.33,83.54,153.67,34.87,40.04
2014-08-29,339.04,110.06,83.21,153.91,34.95,40.53
2014-09-02,342.38,108.92,84.07,153.31,34.88,40.23
2014-09-03,339.0,109.32,84.19,153.63,35.0,40.11
2014-09-04,345.95,108.9,83.45,152.61,35.07,40.38
2014-09-05,346.38,108.23,84.19,153.03,35.05,40.96
2014-09-08,342.34,111.09,83.84,152.18,35.0,41.46
2014-09-09,329.75,111.29,82.95,152.06,35.13,41.72
2014-09-10,331.33,111.3,82.88,153.3,35.32,41.79
2014-09-11,330.52,110.79,83.3,153.44,35.4,41.93
2014-09-12,331.19,110.19,83.02,153.09,34.98,41.66
2014-09-15,323.89,109.64,83.4,153.51,35.02,41.25
2014-09-16,327.76,110.52,83.57,154.43,35.13,41.72
2014-09-17,324.0,110.9,83.63,154.31,35.11,41.5
2014-09-18,325.0,111.61,83.64,155.07,35.26,41.64
2014-09-19,331.32,112.28,83.78,155.27,35.48,42.39
2014-09-22,324.5,111.64,82.67,154.55,35.62,41.98
2014-09-23,323.63,110.57,81.76,153.36,35.35,41.54
2014-09-24,328.21,111.61,82.82,153.91,35.67,42.0
2014-09-25,321.93,110.36,81.54,151.27,35.25,41.07
2014-09-26,323.21,111.71,82.16,152.11,35.61,41.4
2014-09-29,321.82,111.77,82.24,151.78,35.65,41.43
2014-09-30,322.44,110.57,82.43,151.93,36.0,41.36
2014-10-01,317.46,108.22,81.0,149.8,36.06,40.95
2014-10-02,318.41,107.78,80.35,149.59,36.0,40.82
2014-10-03,322.74,109.68,81.89,151.0,36.28,41.12
2014-10-06,322.2,109.6,81.99,151.3,36.79,41.12
2014-10-07,316.98,107.04,80.65,148.63,37.06,40.62
2014-10-08,322.7,108.48,81.57,151.55,37.59,41.73
2014-10-09,315.37,106.56,79.35,149.2,37.02,40.9
2014-10-10,311.39,105.46,79.87,148.81,37.52,39.28
2014-10-13,306.45,104.55,77.69,146.88,37.19,38.94
2014-10-14,308.31,106.15,77.9,147.1,36.82,39.01
2014-10-15,305.97,104.33,75.99,145.46,36.48,38.56
2014-10-16,302.86,104.41,75.68,143.93,35.91,38.13
2014-10-17,303.64,106.97,77.61,145.7,36.18,38.92
2014-10-20,306.21,107.9,79.18,135.34,36.53,39.33
2014-10-21,315.33,110.34,81.05,130.64,34.32,40.04
2014-10-22,312.97,105.42,80.64,129.49,34.27,39.59
2014-10-23,313.18,105.92,81.46,129.8,34.48,40.16
2014-10-24,287.06,106.11,82.04,129.72,34.62,41.15
2014-10-27,289.97,106.0,81.89,129.55,34.39,40.96
2014-10-28,295.59,107.3,83.26,130.94,34.22,41.48
2014-10-29,294.12,106.84,82.89,130.82,34.56,41.59
2014-10-30,299.07,107.48,83.53,131.54,34.93,41.08
2014-10-31,305.46,108.42,84.6,131.58,35.34,41.89
2014-11-03,305.72,109.4,84.91,131.54,35.28,42.32
2014-11-04,302.81,109.23,83.65,130.18,35.29,42.44
2014-11-05,296.52,108.45,84.25,129.51,35.7,42.7
2014-11-06,296.64,108.77,85.18,130.11,35.68,43.45
2014-11-07,299.86,108.66,83.32,130.6,35.71,43.43
2014-11-10,305.11,108.82,83.12,131.74,35.77,43.62
2014-11-11,312.01,109.45,83.31,131.59,35.87,43.6
2014-11-12,311.51,109.89,83.23,130.48,36.04,43.52
2014-11-13,316.48,112.22,83.78,131.18,36.11,44.26
2014-11-14,327.82,112.51,84.07,132.28,36.05,44.23
2014-11-17,323.05,112.12,83.7,132.28,36.21,44.12
2014-11-18,324.93,114.08,83.58,130.45,36.73,43.76
2014-11-19,326.54,114.91,83.16,130.08,37.31,43.29
2014-11-20,330.54,114.98,82.31,129.45,37.34,43.72
2014-11-21,332.63,115.93,82.36,129.67,37.55,43.07
2014-11-24,335.64,117.53,83.86,130.66,37.35,42.72
2014-11-25,335.04,117.7,84.85,130.35,37.49,42.62
2014-11-26,333.57,117.67,85.1,130.5,37.63,42.87
2014-11-28,338.64,117.31,85.65,130.68,38.09,42.92
2014-12-01,326.0,115.59,85.82,130.17,37.85,43.65
2014-12-02,326.31,115.49,86.54,131.08,37.84,43.51
2014-12-03,316.5,115.22,86.2,132.57,37.21,43.16
2014-12-04,316.93,114.65,86.32,132.19,36.96,43.85
2014-12-05,312.63,115.43,86.81,131.57,36.98,43.47
2014-12-08,306.64,113.75,86.84,130.43,36.65,42.82
2014-12-09,312.5,113.2,86.05,131.34,35.72,42.72
2014-12-10,305.84,108.82,84.83,129.34,35.34,42.1
2014-12-11,307.36,107.71,86.02,129.79,35.28,42.35
2014-12-12,307.32,105.44,85.78,125.21,34.76,42.15
2014-12-15,306.07,106.59,85.23,123.34,34.47,41.9
2014-12-16,295.06,108.48,84.54,122.01,34.32,40.54
2014-12-17,298.88,109.19,85.68,122.43,35.3,41.06
2014-12-18,297.73,109.72,86.83,127.06,36.01,42.66
2014-12-19,299.9,110.21,87.09,127.73,35.64,42.79
2014-12-22,306.54,111.95,88.32,130.09,35.98,43.07
2014-12-23,306.29,113.53,88.78,130.74,36.51,43.5
2014-12-24,303.03,114.58,88.53,130.4,36.48,43.22
2014-12-26,309.09,114.92,89.1,130.82,36.5,42.98
2014-12-29,312.04,115.5,89.54,129.34,36.41,42.6
2014-12-30,310.3,115.1,88.79,128.97,36.33,42.21
2014-12-31,310.35,113.48,88.31,129.29,35.87,41.7
2015-01-02,308.52,113.46,87.9,130.59,35.8,41.98
2015-01-05,302.19,112.67,86.62,128.54,35.8,41.59
2015-01-06,295.29,111.34,86.16,125.76,36.07,40.98
2015-01-07,298.42,113.07,87.04,124.94,36.52,41.5
2015-01-08,300.46,115.07,87.94,127.66,36.97,42.72
2015-01-09,296.93,114.85,88.37,128.21,36.56,42.37
2015-01-12,291.41,114.26,88.57,126.06,36.23,41.84
2015-01-13,294.74,114.52,89.25,126.36,36.22,41.62
2015-01-14,293.27,113.83,88.35,125.55,36.16,41.26
2015-01-15,286.95,113.62,88.46,124.56,36.01,40.83
2015-01-16,290.74,114.18,89.24,126.63,36.13,41.51
2015-01-20,289.44,114.57,88.83,126.47,36.67,41.65
2015-01-21,297.25,115.6,88.29,122.56,36.84,41.23
2015-01-22,310.32,118.42,89.21,125.22,37.2,42.31
2015-01-23,312.39,117.53,88.81,125.6,36.8,42.36
2015-01-26,309.66,117.05,89.04,126.0,36.53,42.2
2015-01-27,306.75,115.67,88.11,123.83,36.01,38.3
2015-01-28,303.91,121.92,86.89,122.12,35.62,36.98
2015-01-29,311.78,129.02,87.4,125.29,35.77,37.71
2015-01-30,354.53,126.92,85.28,123.54,34.98,36.27
2015-02-02,364.47,127.7,86.19,124.63,35.34,37.06
2015-02-03,363.55,128.64,88.23,127.7,35.37,37.35
2015-02-04,364.75,128.54,94.96,126.48,35.41,37.56
2015-02-05,373.89,129.74,96.23,127.25,35.51,38.11
2015-02-06,374.28,129.22,95.65,127.17,35.22,38.07
2015-02-09,370.56,128.85,95.38,126.39,35.03,38.03
2015-02-10,373.0,129.25,95.56,128.67,36.02,38.24
2015-02-11,375.14,129.95,95.51,128.37,36.0,38.05
2015-02-12,377.17,130.09,97.12,128.63,35.83,38.68
2015-02-13,381.83,131.54,97.67,130.16,35.68,39.38
2015-02-17,375.43,131.7,97.62,130.61,35.52,39.4
2015-02-18,373.37,132.8,97.38,131.61,35.45,39.36
2015-02-19,379.0,135.07,97.41,132.99,35.78,39.33
2015-02-20,383.66,139.07,98.03,132.8,35.66,39.66
2015-02-23,380.14,135.94,98.44,132.2,35.56,39.92
2015-02-24,378.59,135.62,98.14,133.75,35.79,39.86
2015-02-25,385.37,134.42,98.98,132.12,35.73,39.77
2015-02-26,384.8,133.29,98.04,130.54,36.07,39.84
2015-02-27,380.16,132.52,97.59,131.41,36.79,39.65
2015-03-02,385.66,135.11,99.28,130.23,36.7,39.67
2015-03-03,384.61,136.67,99.71,130.67,36.49,39.13
2015-03-04,382.72,135.59,98.98,129.36,36.11,38.93
2015-03-05,387.83,135.7,98.48,130.79,36.02,38.98
2015-03-06,380.09,134.51,97.34,128.62,35.28,38.3
2015-03-09,378.56,135.95,98.69,130.46,35.17,38.74
2015-03-10,369.51,133.9,96.66,128.06,34.57,38.0
2015-03-11,366.37,132.8,96.47,127.24,34.07,37.96
2015-03-12,374.24,133.56,100.48,128.2,34.75,37.09
2015-03-13,370.58,133.15,99.8,125.19,34.19,37.41
2015-03-16,373.35,135.0,100.67,127.47,34.51,37.58
2015-03-17,371.92,135.73,100.29,127.37,34.7,37.7
2015-03-18,375.14,136.81,101.23,129.68,34.78,38.43
2015-03-19,373.24,135.38,100.67,129.68,34.28,38.24
2015-03-20,378.49,135.73,101.66,132.17,34.82,38.77
2015-03-23,375.11,134.24,101.47,133.59,34.8,38.75
2015-03-24,374.09,133.22,100.43,132.27,34.67,38.79
2015-03-25,370.96,130.22,98.45,129.19,34.65,37.49
2015-03-26,367.35,130.16,98.67,130.31,34.57,37.26
2015-03-27,370.56,130.76,98.9,130.16,34.33,37.04
2015-03-30,374.59,134.14,99.5,132.0,34.7,37.03
2015-03-31,372.1,131.84,98.34,130.24,34.74,36.76
2015-04-01,370.26,130.58,98.86,129.17,34.85,36.82
2015-04-02,372.25,131.14,99.39,130.2,34.85,36.43
2015-04-06,377.04,132.59,99.04,131.49,35.27,37.57
2015-04-07,374.41,133.81,98.85,131.52,35.13,37.55
2015-04-08,381.2,134.72,99.72,131.34,35.03,37.45
2015-04-09,383.54,134.78,100.11,131.73,35.17,37.5
2015-04-10,382.65,135.62,100.28,132.16,35.02,37.72
2015-04-13,382.36,134.62,99.86,131.77,34.87,37.76
2015-04-14,385.11,134.59,100.0,131.7,34.7,37.66
2015-04-15,383.45,133.91,100.3,133.19,34.61,38.21
2015-04-16,386.04,133.5,101.35,132.38,34.78,38.12
2015-04-17,375.56,131.42,100.03,130.38,34.52,37.63
2015-04-20,389.51,134.12,101.47,134.83,34.83,38.8
2015-04-21,391.18,134.7,100.96,133.29,34.93,38.55
2015-04-22,389.8,132.82,101.2,134.19,35.39,38.87
2015-04-23,389.99,131.66,102.2,138.15,35.08,39.19
2015-04-24,445.1,130.37,102.7,137.77,35.03,43.28
2015-04-27,438.56,129.84,103.29,138.54,34.98,43.43
2015-04-28,429.31,129.58,103.06,141.13,34.93,44.45
2015-04-29,429.37,128.39,102.96,141.52,34.69,44.36
2015-04-30,421.78,125.92,101.94,139.0,34.75,43.98
2015-05-01,422.87,127.09,103.62,140.93,35.05,44.0
2015-05-04,423.04,126.52,104.1,141.17,35.09,43.62
2015-05-05,421.19,125.54,103.9,140.45,34.91,43.04
2015-05-06,419.1,124.7,102.87,139.04,34.83,41.84
2015-05-07,426.88,125.09,102.44,140.88,34.87,42.22
2015-05-08,433.69,128.6,103.24,142.27,35.11,43.17
2015-05-11,432.85,128.98,101.82,140.99,35.07,42.83
2015-05-12,431.02,128.58,102.42,140.52,34.86,42.81
2015-05-13,426.87,128.74,102.38,141.94,35.17,43.06
2015-05-14,432.28,130.81,103.07,143.4,35.55,44.05
2015-05-15,426.0,129.86,103.42,142.75,35.57,43.67
2015-05-18,425.24,129.71,103.45,142.59,35.4,43.41
2015-05-19,421.71,130.01,103.66,142.93,35.39,43.3
2015-05-20,423.86,129.45,103.32,143.16,35.42,43.3
2015-05-21,431.63,130.27,103.5,142.82,35.32,43.15
2015-05-22,427.63,128.03,103.38,141.89,35.3,42.68
2015-05-26,425.47,126.25,102.61,140.17,35.11,42.4
2015-05-27,431.42,126.43,103.48,141.71,35.23,43.33
2015-05-28,426.57,125.84,103.63,141.47,35.24,43.18
2015-05-29,429.23,124.24,103.48,139.78,35.09,42.64
2015-06-01,430.92,124.88,104.04,140.21,35.07,42.98
2015-06-02,430.99,126.65,103.84,139.78,35.11,42.7
2015-06-03,436.59,127.14,104.23,140.0,35.01,42.63
2015-06-04,430.78,124.83,103.42,138.73,34.77,42.19
2015-06-05,426.95,124.42,103.42,137.92,34.35,41.99
2015-06-08,423.5,124.34,102.47,136.23,34.4,41.62
2015-06-09,425.48,123.86,101.75,136.51,34.44,41.54
2015-06-10,430.77,125.21,103.14,139.18,34.55,42.42
2015-06-11,432.97,126.39,103.72,139.06,34.64,42.26
2015-06-12,429.92,126.25,103.09,137.59,34.51,41.83
2015-06-15,423.67,125.8,103.3,136.98,34.19,41.39
2015-06-16,427.26,125.84,104.13,137.46,34.62,41.71
2015-06-17,427.81,126.81,104.53,137.73,34.78,41.83
2015-06-18,439.39,128.53,106.15,138.62,35.11,42.52
2015-06-19,434.92,128.31,105.59,137.59,34.89,41.95
2015-06-22,436.29,128.82,106.45,138.19,34.96,42.07
2015-06-23,445.99,127.69,107.27,138.93,34.88,41.78
2015-06-24,440.84,126.43,106.67,137.57,34.71,41.53
2015-06-25,440.1,125.94,107.31,136.84,34.57,41.54
2015-06-26,438.1,125.97,107.81,136.32,34.55,41.19
2015-06-29,429.86,122.65,106.0,134.27,34.03,40.38
2015-06-30,434.09,122.64,107.02,134.02,33.88,40.18
2015-07-01,437.39,124.42,108.57,135.53,34.12,40.45
2015-07-02,437.71,123.96,108.42,136.02,34.11,40.41
2015-07-06,436.04,124.24,109.11,135.72,34.05,40.4
2015-07-07,436.72,126.56,110.43,135.95,34.76,40.31
2015-07-08,429.7,125.47,108.63,134.43,34.43,40.26
2015-07-09,434.39,126.25,109.02,135.0,34.48,40.51
2015-07-10,443.51,127.74,109.81,137.55,34.89,40.6
2015-07-13,455.57,129.63,111.33,139.55,35.12,41.44
2015-07-14,465.57,130.63,111.14,138.92,35.56,41.52
2015-07-15,461.19,129.87,111.56,138.85,35.53,41.64
2015-07-16,475.48,131.28,112.29,140.89,35.83,42.46
2015-07-17,483.01,129.82,112.09,142.13,35.63,42.43
2015-07-20,488.1,129.72,112.77,142.72,35.74,42.7
2015-07-21,488.0,128.2,112.52,134.36,35.58,43.03
2015-07-22,488.27,129.5,112.53,132.11,35.33,41.44
2015-07-23,482.18,129.18,112.03,133.25,35.27,41.96
2015-07-24,529.42,127.37,112.14,131.62,34.93,41.81
2015-07-27,531.41,124.69,111.52,131.06,35.02,41.27
2015-07-28,526.03,125.38,111.71,131.87,35.02,41.26
2015-07-29,529.0,127.44,113.02,132.72,35.06,42.12
2015-07-30,536.76,126.44,113.19,132.62,35.03,42.66
2015-07-31,536.15,127.46,113.17,133.47,35.48,42.5
2015-08-03,535.03,127.04,114.22,130.76,35.88,42.6
2015-08-04,531.9,126.91,114.76,129.85,36.15,43.26
2015-08-05,537.01,128.97,104.24,130.1,36.38,43.3
2015-08-06,529.46,127.96,102.37,129.86,36.21,42.43
2015-08-07,522.62,126.72,103.12,128.87,36.08,42.53
2015-08-10,524.0,129.78,104.68,130.22,36.0,43.07
2015-08-11,527.46,128.17,101.85,129.19,35.83,42.23
2015-08-12,525.91,126.73,100.9,129.73,35.64,42.53
2015-08-13,529.66,128.85,101.4,128.82,35.5,42.53
2015-08-14,531.52,129.09,101.06,129.39,35.63,42.77
2015-08-17,535.22,128.52,102.84,129.85,35.72,43.06
2015-08-18,535.02,128.66,100.85,129.61,35.67,43.3
2015-08-19,532.92,126.99,100.39,127.89,35.22,42.7
2015-08-20,515.78,121.91,94.32,126.82,35.02,41.83
2015-08-21,494.47,117.19,93.21,123.66,34.14,39.45
2015-08-24,463.37,113.17,89.93,119.19,33.15,38.18
2015-08-25,466.37,111.66,90.43,117.1,32.81,37.07
2015-08-26,500.77,115.08,93.58,121.87,33.45,39.12
2015-08-27,518.37,117.33,96.35,123.4,33.92,40.21
2015-08-28,518.01,118.55,96.64,122.93,34.07,40.24
2015-08-31,512.89,116.27,96.08,122.86,33.96,39.87
2015-09-01,496.54,113.39,93.84,118.53,33.47,38.31
2015-09-02,510.55,116.23,96.09,120.5,33.6,39.72
2015-09-03,504.72,116.58,96.18,121.94,33.82,39.85
2015-09-04,499.0,115.45,95.22,119.38,33.27,39.03
2015-09-08,517.54,119.07,98.09,122.31,33.6,40.2
2015-09-09,516.89,118.03,96.11,120.5,33.08,39.45
2015-09-10,522.24,118.83,96.76,121.46,33.18,39.65
2015-09-11,529.44,119.82,98.53,122.43,33.22,39.83
2015-09-14,521.38,119.61,97.91,121.0,33.19,39.43
2015-09-15,522.37,121.27,97.54,122.56,33.54,40.29
2015-09-16,527.39,122.07,98.04,123.29,34.11,40.58
2015-09-17,538.87,122.3,98.27,123.07,34.31,40.53
